study_accession	sample_accession	experiment_accession	run_accession	scientific_name	library_name	nominal_length	library_source	read_count	study_title	fastq_bytes	fastq_md5	fastq_ftp	sample_alias	Year
PRJEB7866	SAMEA3143269	ERX639126	ERR694146	metagenome	FS896_ElGuapo_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	367589377;368854770	46c8c6c467cfb68bde4413e9cff23f00;192cc51a0e2f1de3aa47462faba07939	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694146/ERR694146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694146/ERR694146_2.fastq.gz	FS896_ElGuapo_DNA	2013
PRJEB7866	SAMEA3143269	ERX639127	ERR694147	metagenome	FS896_ElGuapo_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	347511317;351249988	a2e6d5aaf83a2331db587ff837b466be;195b2d1f311196a8d198007ade4ddd1d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694147/ERR694147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694147/ERR694147_2.fastq.gz	FS896_ElGuapo_DNA	2013
PRJEB7866	SAMEA3143269	ERX639128	ERR694148	metagenome	FS896_ElGuapo_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	360515412;362758463	560016bfaab420e01c5944c1c9fcd3d8;922022c4b37e738f136409ee3383f4a6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694148/ERR694148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694148/ERR694148_2.fastq.gz	FS896_ElGuapo_DNA	2013
PRJEB7866	SAMEA3143269	ERX639129	ERR694149	metagenome	FS896_ElGuapo_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	345709970;349198244	3681c9efae95b18605578de710bfcad9;9828bdee2395a7424072c8260730eaa9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694149/ERR694149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694149/ERR694149_2.fastq.gz	FS896_ElGuapo_DNA	2013
PRJEB7866	SAMEA3143269	ERX639130	ERR694150	metagenome	FS896_ElGuapo_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	360468080;361158490	f0097361c4b93752279b5557db7ee46c;6296ed68fc63eef3071915ba53dfadbf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694150/ERR694150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694150/ERR694150_2.fastq.gz	FS896_ElGuapo_DNA	2013
PRJEB7866	SAMEA3143269	ERX639131	ERR694151	metagenome	FS896_ElGuapo_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	352533205;355022368	203f2159106982e4884146c01daafa21;16ed4d114dc0a97fb7bec5a82c9cc088	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694151/ERR694151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694151/ERR694151_2.fastq.gz	FS896_ElGuapo_DNA	2013
PRJEB7866	SAMEA3143269	ERX639132	ERR694152	metagenome	FS896_ElGuapo_DNA	290	METAGENOMIC	2370646	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	219854312;220198293	3b2eafe2c819b5dae93d28c2d155258b;52310d81f6221b585e81852959710fdb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694152/ERR694152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694152/ERR694152_2.fastq.gz	FS896_ElGuapo_DNA	2013
PRJEB7866	SAMEA3143271	ERX639133	ERR694153	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	347725797;351260894	b4d8ac5b5ddee7a483d43e2968e06798;847dc333b9515dbd0d2ef74bac98d1df	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694153/ERR694153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694153/ERR694153_2.fastq.gz	FS898_N3Area_DNA	2013
PRJEB7866	SAMEA3143271	ERX639134	ERR694154	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	364766589;370062125	fbbc3c616b8eac4eda76fc6785bbd6cc;40d8465f22d3c06bc66a15d978b0921d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694154/ERR694154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694154/ERR694154_2.fastq.gz	FS898_N3Area_DNA	2013
PRJEB7866	SAMEA3143271	ERX639135	ERR694155	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	338525646;345162182	f26420332a39031d262c560b635de3fe;667ef9e6220567de564511244f0cd9b8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694155/ERR694155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694155/ERR694155_2.fastq.gz	FS898_N3Area_DNA	2013
PRJEB7866	SAMEA3143271	ERX639136	ERR694156	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	353850155;360789513	bd43bc608126643385cbeb25c566cd90;d55981571b6b516b117153e55092ae25	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694156/ERR694156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694156/ERR694156_2.fastq.gz	FS898_N3Area_DNA	2013
PRJEB7866	SAMEA3143271	ERX639137	ERR694157	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	337086623;342490631	423495e4a4cc4c955c85c1d6bf6dbdfb;101dc3bdb1135f6547fa3e22e9c8113c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694157/ERR694157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694157/ERR694157_2.fastq.gz	FS898_N3Area_DNA	2013
PRJEB7866	SAMEA3143271	ERX639138	ERR694158	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	353451523;360555115	67ff7e690571c8ddd6b1044667a853fe;f2ec26e336012984939741ecba9a1195	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694158/ERR694158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694158/ERR694158_2.fastq.gz	FS898_N3Area_DNA	2013
PRJEB7866	SAMEA3143271	ERX639139	ERR694159	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	342973902;348005860	7686e738dafc8c46af0f234f0ed8fd9b;70eb19c61eb53de8a792d3b7b4410d9f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694159/ERR694159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694159/ERR694159_2.fastq.gz	FS898_N3Area_DNA	2013
